broadcast_date,broadcast_hour,channel_id,programme_id,demographic_id,viewers_thousands,tvr_pct,_loaded_at
2025-01-08,11,CHAN5,P038,D011,592.2,0.94,2025-12-31T23:59:00
2025-01-08,19,CHAN5,P029,D010,3118.5,4.95,2025-12-31T23:59:00
2025-01-08,9,CHAN5,P024,D008,1039.5,1.65,2025-12-31T23:59:00
2025-01-08,15,CHAN5,P044,D008,579.6,0.92,2025-12-31T23:59:00
2025-01-08,14,FACTUAL,P013,D014,94.5,0.15,2025-12-31T23:59:00
2025-01-08,8,FACTUAL,P003,D007,81.9,0.13,2025-12-31T23:59:00
2025-01-08,13,FACTUAL,P016,D005,201.6,0.32,2025-12-31T23:59:00
2025-01-08,16,FACTUAL,P019,D013,113.4,0.18,2025-12-31T23:59:00
2025-01-08,15,FACTUAL,P003,D003,245.7,0.39,2025-12-31T23:59:00
2025-01-08,12,FACTUAL,P028,D007,220.5,0.35,2025-12-31T23:59:00
2025-01-08,22,FACTUAL,P020,D015,283.5,0.45,2025-12-31T23:59:00
2025-01-08,19,FACTUAL,P004,D003,737.1,1.17,2025-12-31T23:59:00
2025-01-08,6,SKYONE,P031,D006,289.8,0.46,2025-12-31T23:59:00
2025-01-08,12,SKYONE,P063,D001,220.5,0.35,2025-12-31T23:59:00
2025-01-08,7,SKYONE,P041,D004,138.6,0.22,2025-12-31T23:59:00
2025-01-08,9,SKYONE,P003,D008,239.4,0.38,2025-12-31T23:59:00
2025-01-08,23,SKYONE,P056,D016,315.0,0.5,2025-12-31T23:59:00
2025-01-08,22,SKYONE,P021,D001,182.7,0.29,2025-12-31T23:59:00
2025-01-08,19,SKYONE,P044,D001,415.8,0.66,2025-12-31T23:59:00
2025-01-08,18,SKYONE,P045,D006,264.6,0.42,2025-12-31T23:59:00
2025-01-08,16,SKYONE,P032,D004,201.6,0.32,2025-12-31T23:59:00
2025-01-08,17,SKYONE,P052,D012,245.7,0.39,2025-12-31T23:59:00
2025-01-08,19,MOVIES,P017,D009,1008.0,1.6,2025-12-31T23:59:00
2025-01-08,17,MOVIES,P030,D014,126.0,0.2,2025-12-31T23:59:00
2025-01-08,12,MOVIES,P003,D007,81.9,0.13,2025-12-31T23:59:00
2025-01-08,13,MOVIES,P027,D015,220.5,0.35,2025-12-31T23:59:00
2025-01-08,11,MOVIES,P029,D012,94.5,0.15,2025-12-31T23:59:00
2025-01-08,14,MOVIES,P006,D013,176.4,0.28,2025-12-31T23:59:00
2025-01-08,20,MOVIES,P012,D003,630.0,1.0,2025-12-31T23:59:00
2025-01-08,6,MOVIES,P012,D013,195.3,0.31,2025-12-31T23:59:00
2025-01-08,7,BBC2,P048,D009,1026.9,1.63,2025-12-31T23:59:00
2025-01-08,20,BBC2,P037,D014,3156.3,5.01,2025-12-31T23:59:00
2025-01-08,16,BBC2,P046,D009,497.7,0.79,2025-12-31T23:59:00
2025-01-08,18,BBC2,P041,D012,913.5,1.45,2025-12-31T23:59:00
2025-01-08,9,BBC2,P009,D015,762.3,1.21,2025-12-31T23:59:00
2025-01-08,23,BBC2,P060,D009,630.0,1.0,2025-12-31T23:59:00
2025-01-08,14,BBC2,P011,D012,957.6,1.52,2025-12-31T23:59:00
2025-01-08,11,BBC2,P008,D003,863.1,1.37,2025-12-31T23:59:00
2025-01-08,10,BBC1,P001,D003,1549.8,2.46,2025-12-31T23:59:00
2025-01-08,8,BBC1,P042,D007,1726.2,2.74,2025-12-31T23:59:00
2025-01-08,18,BBC1,P038,D004,1285.2,2.04,2025-12-31T23:59:00
2025-01-08,22,BBC1,P029,D015,3723.3,5.91,2025-12-31T23:59:00
2025-01-08,15,BBC1,P016,D006,3660.3,5.81,2025-12-31T23:59:00
2025-01-08,14,BBC1,P031,D013,3093.3,4.91,2025-12-31T23:59:00
2025-01-08,6,BBC1,P047,D008,2860.2,4.54,2025-12-31T23:59:00
2025-01-08,12,BBC1,P027,D010,3515.4,5.58,2025-12-31T23:59:00
2025-01-15,21,SKYONE,P061,D007,333.9,0.53,2025-12-31T23:59:00
2025-01-15,15,SKYONE,P033,D005,245.7,0.39,2025-12-31T23:59:00
2025-01-15,11,SKYONE,P026,D015,296.1,0.47,2025-12-31T23:59:00
2025-01-15,8,SKYONE,P032,D006,126.0,0.2,2025-12-31T23:59:00
2025-01-15,9,SKYONE,P025,D003,201.6,0.32,2025-12-31T23:59:00
2025-01-15,7,SKYONE,P047,D014,189.0,0.3,2025-12-31T23:59:00
2025-01-15,19,SKYONE,P019,D012,894.6,1.42,2025-12-31T23:59:00
2025-01-15,22,SKYONE,P008,D004,195.3,0.31,2025-12-31T23:59:00
2025-01-15,18,SKYONE,P040,D012,151.2,0.24,2025-12-31T23:59:00
2025-01-15,23,SKYONE,P036,D003,226.8,0.36,2025-12-31T23:59:00
2025-01-15,16,SKYONE,P032,D014,100.8,0.16,2025-12-31T23:59:00
2025-01-15,16,SKYATL,P021,D002,138.6,0.22,2025-12-31T23:59:00
2025-01-15,15,SKYATL,P043,D009,189.0,0.3,2025-12-31T23:59:00
2025-01-15,20,SKYATL,P020,D001,403.2,0.64,2025-12-31T23:59:00
2025-01-15,10,SKYATL,P005,D004,132.3,0.21,2025-12-31T23:59:00
2025-01-15,17,SKYATL,P001,D004,176.4,0.28,2025-12-31T23:59:00
2025-01-15,19,SKYATL,P053,D008,705.6,1.12,2025-12-31T23:59:00
2025-01-15,22,SKYATL,P053,D011,63.0,0.1,2025-12-31T23:59:00
2025-01-15,23,SKYATL,P010,D006,233.1,0.37,2025-12-31T23:59:00
2025-01-15,12,SKYATL,P064,D012,119.7,0.19,2025-12-31T23:59:00
2025-01-15,11,SKYATL,P063,D006,107.1,0.17,2025-12-31T23:59:00
2025-01-15,13,SKYATL,P035,D005,214.2,0.34,2025-12-31T23:59:00
2025-01-15,21,SKYATL,P009,D004,617.4,0.98,2025-12-31T23:59:00
2025-01-15,6,SKYATL,P010,D002,81.9,0.13,2025-12-31T23:59:00
2025-01-15,9,BBC1,P013,D015,3761.1,5.97,2025-12-31T23:59:00
2025-01-15,11,BBC1,P015,D006,2324.7,3.69,2025-12-31T23:59:00
2025-01-15,13,BBC1,P034,D011,3402.0,5.4,2025-12-31T23:59:00
2025-01-15,20,BBC1,P007,D009,10458.0,16.6,2025-12-31T23:59:00
2025-01-15,12,BBC1,P065,D007,2822.4,4.48,2025-12-31T23:59:00
2025-01-15,16,BBC1,P047,D009,2816.1,4.47,2025-12-31T23:59:00
2025-01-15,7,BBC1,P011,D013,2192.4,3.48,2025-12-31T23:59:00
2025-01-15,19,BBC1,P017,D007,11497.5,18.25,2025-12-31T23:59:00
2025-01-15,23,BBC1,P024,D009,3194.1,5.07,2025-12-31T23:59:00
2025-01-15,10,BBC1,P049,D010,2482.2,3.94,2025-12-31T23:59:00
2025-01-15,6,BBC1,P034,D011,2627.1,4.17,2025-12-31T23:59:00
2025-01-15,15,BBC1,P012,D015,2104.2,3.34,2025-12-31T23:59:00
2025-01-15,18,BBC1,P055,D007,2973.6,4.72,2025-12-31T23:59:00
2025-01-15,21,CHAN5,P055,D011,3168.9,5.03,2025-12-31T23:59:00
2025-01-15,18,CHAN5,P013,D003,711.9,1.13,2025-12-31T23:59:00
2025-01-15,13,CHAN5,P048,D015,648.9,1.03,2025-12-31T23:59:00
2025-01-15,8,CHAN5,P017,D003,1096.2,1.74,2025-12-31T23:59:00
2025-01-15,14,CHAN5,P011,D013,1228.5,1.95,2025-12-31T23:59:00
2025-01-15,22,CHAN5,P017,D012,982.8,1.56,2025-12-31T23:59:00
2025-01-15,23,CHAN5,P044,D007,963.9,1.53,2025-12-31T23:59:00
2025-01-15,11,CHAN5,P057,D010,888.3,1.41,2025-12-31T23:59:00
2025-01-15,20,CHAN5,P057,D001,2299.5,3.65,2025-12-31T23:59:00
2025-01-15,9,CHAN5,P060,D012,1014.3,1.61,2025-12-31T23:59:00
2025-01-15,6,CHAN5,P028,D005,535.5,0.85,2025-12-31T23:59:00
2025-01-15,17,CHAN5,P010,D004,1209.6,1.92,2025-12-31T23:59:00
2025-01-15,20,BBC2,P018,D004,2419.2,3.84,2025-12-31T23:59:00
2025-01-15,8,BBC2,P042,D005,1152.9,1.83,2025-12-31T23:59:00
2025-01-15,15,BBC2,P064,D003,1152.9,1.83,2025-12-31T23:59:00
2025-01-15,10,BBC2,P050,D014,1033.2,1.64,2025-12-31T23:59:00
2025-01-15,17,BBC2,P009,D004,541.8,0.86,2025-12-31T23:59:00
2025-01-15,6,BBC2,P050,D001,1234.8,1.96,2025-12-31T23:59:00
2025-01-15,9,BBC2,P064,D002,837.9,1.33,2025-12-31T23:59:00
2025-01-15,19,BBC2,P059,D004,3446.1,5.47,2025-12-31T23:59:00
2025-01-15,18,BBC2,P024,D011,1096.2,1.74,2025-12-31T23:59:00
2025-01-15,14,BBC2,P033,D016,762.3,1.21,2025-12-31T23:59:00
2025-01-15,7,ITV2,P007,D012,422.1,0.67,2025-12-31T23:59:00
2025-01-15,22,ITV2,P005,D003,497.7,0.79,2025-12-31T23:59:00
2025-01-15,6,ITV2,P007,D001,195.3,0.31,2025-12-31T23:59:00
2025-01-15,21,ITV2,P009,D011,2702.7,4.29,2025-12-31T23:59:00
2025-01-15,17,ITV2,P039,D008,327.6,0.52,2025-12-31T23:59:00
2025-01-15,11,ITV2,P006,D007,333.9,0.53,2025-12-31T23:59:00
2025-01-15,23,ITV2,P019,D005,693.0,1.1,2025-12-31T23:59:00
2025-01-15,10,ITV2,P021,D004,730.8,1.16,2025-12-31T23:59:00
2025-01-15,12,ITV2,P030,D012,434.7,0.69,2025-12-31T23:59:00
2025-01-15,16,ITV2,P063,D012,724.5,1.15,2025-12-31T23:59:00
2025-01-15,8,ITV2,P061,D013,579.6,0.92,2025-12-31T23:59:00
2025-01-15,13,ITV2,P024,D009,201.6,0.32,2025-12-31T23:59:00
2025-01-15,20,ITV2,P023,D008,1606.5,2.55,2025-12-31T23:59:00
2025-01-15,12,FACTUAL,P005,D006,258.3,0.41,2025-12-31T23:59:00
2025-01-15,10,FACTUAL,P007,D008,157.5,0.25,2025-12-31T23:59:00
2025-01-15,15,FACTUAL,P004,D006,207.9,0.33,2025-12-31T23:59:00
2025-01-15,16,FACTUAL,P018,D016,283.5,0.45,2025-12-31T23:59:00
2025-01-15,20,FACTUAL,P007,D015,667.8,1.06,2025-12-31T23:59:00
2025-01-15,13,FACTUAL,P024,D002,264.6,0.42,2025-12-31T23:59:00
2025-01-15,23,FACTUAL,P003,D015,226.8,0.36,2025-12-31T23:59:00
2025-01-15,22,FACTUAL,P011,D013,94.5,0.15,2025-12-31T23:59:00
2025-01-15,6,MOVIES,P030,D011,176.4,0.28,2025-12-31T23:59:00
2025-01-15,16,MOVIES,P016,D006,182.7,0.29,2025-12-31T23:59:00
2025-01-15,9,MOVIES,P016,D002,170.1,0.27,2025-12-31T23:59:00
2025-01-15,15,MOVIES,P008,D012,252.0,0.4,2025-12-31T23:59:00
2025-01-15,11,MOVIES,P017,D004,100.8,0.16,2025-12-31T23:59:00
2025-01-15,13,MOVIES,P023,D003,195.3,0.31,2025-12-31T23:59:00
2025-01-15,12,MOVIES,P013,D016,195.3,0.31,2025-12-31T23:59:00
2025-01-15,22,MOVIES,P027,D013,207.9,0.33,2025-12-31T23:59:00
2025-01-15,7,MOVIES,P023,D005,252.0,0.4,2025-12-31T23:59:00
2025-01-15,20,MOVIES,P019,D011,604.8,0.96,2025-12-31T23:59:00
2025-01-15,8,MOVIES,P008,D007,63.0,0.1,2025-12-31T23:59:00
2025-01-15,10,MOVIES,P010,D009,151.2,0.24,2025-12-31T23:59:00
2025-01-15,14,MOVIES,P004,D007,151.2,0.24,2025-12-31T23:59:00
2025-01-15,19,MOVIES,P018,D015,409.5,0.65,2025-12-31T23:59:00
2025-01-22,13,BBC1,P024,D005,2967.3,4.71,2025-12-31T23:59:00
2025-01-22,14,BBC1,P032,D010,1694.7,2.69,2025-12-31T23:59:00
2025-01-22,11,BBC1,P058,D016,1455.3,2.31,2025-12-31T23:59:00
2025-01-22,9,BBC1,P052,D002,2646.0,4.2,2025-12-31T23:59:00
2025-01-22,8,BBC1,P042,D010,2835.0,4.5,2025-12-31T23:59:00
2025-01-22,22,BBC1,P060,D012,1959.3,3.11,2025-12-31T23:59:00
2025-01-22,18,BBC1,P027,D001,2192.4,3.48,2025-12-31T23:59:00
2025-01-22,7,BBC1,P057,D011,3458.7,5.49,2025-12-31T23:59:00
2025-01-22,21,BBC1,P022,D015,10010.7,15.89,2025-12-31T23:59:00
2025-01-22,23,BBC1,P043,D001,3244.5,5.15,2025-12-31T23:59:00
2025-01-22,8,FACTUAL,P012,D004,270.9,0.43,2025-12-31T23:59:00
2025-01-22,22,FACTUAL,P009,D001,277.2,0.44,2025-12-31T23:59:00
2025-01-22,23,FACTUAL,P017,D008,239.4,0.38,2025-12-31T23:59:00
2025-01-22,15,FACTUAL,P025,D012,296.1,0.47,2025-12-31T23:59:00
2025-01-22,7,FACTUAL,P018,D006,189.0,0.3,2025-12-31T23:59:00
2025-01-22,11,FACTUAL,P011,D015,182.7,0.29,2025-12-31T23:59:00
2025-01-22,14,FACTUAL,P013,D005,302.4,0.48,2025-12-31T23:59:00
2025-01-22,21,FACTUAL,P027,D013,926.1,1.47,2025-12-31T23:59:00
2025-01-22,19,FACTUAL,P020,D004,1020.6,1.62,2025-12-31T23:59:00
2025-01-22,10,FACTUAL,P026,D011,151.2,0.24,2025-12-31T23:59:00
2025-01-22,17,FACTUAL,P017,D005,157.5,0.25,2025-12-31T23:59:00
2025-01-22,18,FACTUAL,P019,D006,289.8,0.46,2025-12-31T23:59:00
2025-01-22,7,ITV2,P052,D007,245.7,0.39,2025-12-31T23:59:00
2025-01-22,6,ITV2,P012,D011,516.6,0.82,2025-12-31T23:59:00
2025-01-22,16,ITV2,P005,D010,598.5,0.95,2025-12-31T23:59:00
2025-01-22,20,ITV2,P044,D006,2973.6,4.72,2025-12-31T23:59:00
2025-01-22,11,ITV2,P033,D013,315.0,0.5,2025-12-31T23:59:00
2025-01-22,8,ITV2,P064,D011,573.3,0.91,2025-12-31T23:59:00
2025-01-22,13,ITV2,P044,D015,434.7,0.69,2025-12-31T23:59:00
2025-01-22,12,ITV2,P034,D005,201.6,0.32,2025-12-31T23:59:00
2025-01-22,17,ITV2,P022,D006,604.8,0.96,2025-12-31T23:59:00
2025-01-22,22,ITV2,P023,D006,207.9,0.33,2025-12-31T23:59:00
2025-01-22,13,BBC2,P036,D002,1215.9,1.93,2025-12-31T23:59:00
2025-01-22,21,BBC2,P065,D002,3874.5,6.15,2025-12-31T23:59:00
2025-01-22,23,BBC2,P007,D012,1026.9,1.63,2025-12-31T23:59:00
2025-01-22,12,BBC2,P002,D014,1197.0,1.9,2025-12-31T23:59:00
2025-01-22,20,BBC2,P032,D002,2954.7,4.69,2025-12-31T23:59:00
2025-01-22,19,BBC2,P005,D003,3320.1,5.27,2025-12-31T23:59:00
2025-01-22,6,BBC2,P031,D007,882.0,1.4,2025-12-31T23:59:00
2025-01-22,10,BBC2,P013,D002,951.3,1.51,2025-12-31T23:59:00
2025-01-22,14,BBC2,P017,D012,623.7,0.99,2025-12-31T23:59:00
2025-01-22,23,CHAN5,P062,D011,1152.9,1.83,2025-12-31T23:59:00
2025-01-22,8,CHAN5,P053,D015,1190.7,1.89,2025-12-31T23:59:00
2025-01-22,13,CHAN5,P040,D002,1215.9,1.93,2025-12-31T23:59:00
2025-01-22,7,CHAN5,P053,D013,926.1,1.47,2025-12-31T23:59:00
2025-01-22,11,CHAN5,P034,D007,611.1,0.97,2025-12-31T23:59:00
2025-01-22,6,CHAN5,P063,D014,516.6,0.82,2025-12-31T23:59:00
2025-01-22,14,CHAN5,P057,D009,359.1,0.57,2025-12-31T23:59:00
2025-01-22,9,CHAN5,P030,D009,1140.3,1.81,2025-12-31T23:59:00
2025-01-22,12,CHAN5,P006,D010,554.4,0.88,2025-12-31T23:59:00
2025-01-22,16,CHAN5,P060,D015,900.9,1.43,2025-12-31T23:59:00
2025-01-22,17,CHAN5,P046,D012,478.8,0.76,2025-12-31T23:59:00
2025-01-22,17,SKYONE,P005,D002,138.6,0.22,2025-12-31T23:59:00
2025-01-22,15,SKYONE,P007,D010,277.2,0.44,2025-12-31T23:59:00
2025-01-22,20,SKYONE,P060,D012,585.9,0.93,2025-12-31T23:59:00
2025-01-22,14,SKYONE,P025,D007,69.3,0.11,2025-12-31T23:59:00
2025-01-22,6,SKYONE,P004,D011,75.6,0.12,2025-12-31T23:59:00
2025-01-22,8,SKYONE,P007,D008,182.7,0.29,2025-12-31T23:59:00
2025-01-22,7,SKYONE,P051,D009,258.3,0.41,2025-12-31T23:59:00
2025-01-22,16,SKYONE,P057,D008,88.2,0.14,2025-12-31T23:59:00
2025-01-22,12,SKYONE,P034,D016,157.5,0.25,2025-12-31T23:59:00
2025-01-22,21,SKYATL,P065,D004,856.8,1.36,2025-12-31T23:59:00
2025-01-22,10,SKYATL,P006,D012,119.7,0.19,2025-12-31T23:59:00
2025-01-22,22,SKYATL,P026,D016,239.4,0.38,2025-12-31T23:59:00
2025-01-22,15,SKYATL,P029,D006,75.6,0.12,2025-12-31T23:59:00
2025-01-22,16,SKYATL,P018,D009,113.4,0.18,2025-12-31T23:59:00
2025-01-22,13,SKYATL,P025,D005,119.7,0.19,2025-12-31T23:59:00
2025-01-22,18,SKYATL,P027,D016,119.7,0.19,2025-12-31T23:59:00
2025-01-22,9,SKYATL,P024,D013,63.0,0.1,2025-12-31T23:59:00
2025-01-22,8,SKYATL,P031,D008,170.1,0.27,2025-12-31T23:59:00
2025-01-22,6,SKYATL,P013,D007,233.1,0.37,2025-12-31T23:59:00
2025-01-22,11,SKYATL,P044,D002,233.1,0.37,2025-12-31T23:59:00
2025-01-22,10,EXTRA,P014,D009,207.9,0.33,2025-12-31T23:59:00
