broadcast_date,channel_id,start_time,end_time,programme_id,episode_id
2025-01-07,EXTRA,2025-01-07T09:00:00,2025-01-07T09:50:00,P029,E00300
2025-01-07,EXTRA,2025-01-07T10:00:00,2025-01-07T10:50:00,P026,E00255
2025-01-07,EXTRA,2025-01-07T12:00:00,2025-01-07T12:50:00,P042,E00370
2025-01-07,EXTRA,2025-01-07T13:00:00,2025-01-07T13:25:00,P025,E00245
2025-01-07,EXTRA,2025-01-07T14:00:00,2025-01-07T14:25:00,P026,E00254
2025-01-07,EXTRA,2025-01-07T15:00:00,2025-01-07T15:25:00,P044,E00402
2025-01-07,EXTRA,2025-01-07T16:00:00,2025-01-07T16:25:00,P025,E00245
2025-01-07,EXTRA,2025-01-07T17:00:00,2025-01-07T17:50:00,P045,E00411
2025-01-07,EXTRA,2025-01-07T18:00:00,2025-01-07T18:25:00,P027,E00257
2025-01-07,EXTRA,2025-01-07T19:00:00,2025-01-07T19:25:00,P043,E00382
2025-01-07,EXTRA,2025-01-07T20:00:00,2025-01-07T21:00:00,P027,E00258
2025-01-07,EXTRA,2025-01-07T21:00:00,2025-01-07T22:00:00,P042,E00372
2025-01-07,EXTRA,2025-01-07T22:00:00,2025-01-07T22:25:00,P025,E00249
2025-01-07,FACTUAL,2025-01-07T08:00:00,2025-01-07T09:00:00,P058,E00525
2025-01-07,FACTUAL,2025-01-07T09:00:00,2025-01-07T10:00:00,P056,E00512
2025-01-07,FACTUAL,2025-01-07T10:00:00,2025-01-07T11:00:00,P057,E00520
2025-01-07,FACTUAL,2025-01-07T12:00:00,2025-01-07T13:00:00,P009,E00101
2025-01-07,FACTUAL,2025-01-07T14:00:00,2025-01-07T15:00:00,P037,E00323
2025-01-07,FACTUAL,2025-01-07T16:00:00,2025-01-07T17:00:00,P037,E00323
2025-01-07,FACTUAL,2025-01-07T18:00:00,2025-01-07T19:00:00,P058,E00524
2025-01-07,FACTUAL,2025-01-07T20:00:00,2025-01-07T21:00:00,P056,E00515
2025-01-07,FACTUAL,2025-01-07T21:00:00,2025-01-07T22:00:00,P039,E00340
2025-01-07,FACTUAL,2025-01-07T22:00:00,2025-01-07T23:00:00,P055,E00505
2025-01-07,MOVIES,2025-01-07T09:00:00,2025-01-07T11:00:00,P034,E00310
2025-01-07,MOVIES,2025-01-07T12:00:00,2025-01-07T14:08:00,P031,E00307
2025-01-07,MOVIES,2025-01-07T15:00:00,2025-01-07T16:56:00,P034,E00310
2025-01-07,MOVIES,2025-01-07T18:00:00,2025-01-07T20:28:00,P033,E00309
2025-01-07,MOVIES,2025-01-07T21:00:00,2025-01-07T23:12:00,P032,E00308
2025-01-07,MOVIES,2025-01-07T23:00:00,2025-01-08T00:35:00,P031,E00307
2025-01-07,CATCHUP,2025-01-07T08:00:00,2025-01-07T09:00:00,P012,E00120
2025-01-07,CATCHUP,2025-01-07T10:00:00,2025-01-07T11:00:00,P061,E00547
2025-01-07,CATCHUP,2025-01-07T12:00:00,2025-01-07T13:00:00,P061,E00546
2025-01-07,CATCHUP,2025-01-07T14:00:00,2025-01-07T15:00:00,P012,E00121
2025-01-07,CATCHUP,2025-01-07T16:00:00,2025-01-07T17:00:00,P003,E00011
2025-01-07,CATCHUP,2025-01-07T18:00:00,2025-01-07T19:00:00,P003,E00027
2025-01-07,CATCHUP,2025-01-07T20:00:00,2025-01-07T21:00:00,P003,E00020
2025-01-07,CATCHUP,2025-01-07T21:00:00,2025-01-07T22:00:00,P013,E00132
2025-01-07,CATCHUP,2025-01-07T22:00:00,2025-01-07T23:00:00,P002,E00008
2025-01-08,MAIN,2025-01-08T06:00:00,2025-01-08T06:25:00,P062,E00558
2025-01-08,MAIN,2025-01-08T06:00:00,2025-01-08T06:30:00,P062,E00552
2025-01-08,MAIN,2025-01-08T07:00:00,2025-01-08T07:55:00,P019,E00190
2025-01-08,MAIN,2025-01-08T08:00:00,2025-01-08T08:25:00,P020,E00194
2025-01-08,MAIN,2025-01-08T09:00:00,2025-01-08T09:45:00,P007,E00078
2025-01-08,MAIN,2025-01-08T10:00:00,2025-01-08T10:45:00,P010,E00111
2025-01-08,MAIN,2025-01-08T12:00:00,2025-01-08T13:00:00,P015,E00149
2025-01-08,MAIN,2025-01-08T13:00:00,2025-01-08T13:30:00,P023,E00226
2025-01-08,MAIN,2025-01-08T14:00:00,2025-01-08T14:30:00,P024,E00230
2025-01-08,MAIN,2025-01-08T15:00:00,2025-01-08T15:30:00,P055,E00502
2025-01-08,MAIN,2025-01-08T16:00:00,2025-01-08T16:30:00,P043,E00385
2025-01-08,MAIN,2025-01-08T17:00:00,2025-01-08T17:55:00,P058,E00526
2025-01-08,MAIN,2025-01-08T19:00:00,2025-01-08T19:55:00,P061,E00549
2025-01-08,MAIN,2025-01-08T20:00:00,2025-01-08T21:00:00,P056,E00508
2025-01-08,MAIN,2025-01-08T21:00:00,2025-01-08T22:00:00,P045,E00410
2025-01-08,MAIN,2025-01-08T22:00:00,2025-01-08T22:55:00,P002,E00007
2025-01-08,MAIN,2025-01-08T23:00:00,2025-01-08T23:55:00,P018,E00176
2025-01-08,EXTRA,2025-01-08T07:00:00,2025-01-08T07:25:00,P043,E00389
2025-01-08,EXTRA,2025-01-08T07:00:00,2025-01-08T07:30:00,P026,E00252
2025-01-08,EXTRA,2025-01-08T08:00:00,2025-01-08T08:25:00,P028,E00288
2025-01-08,EXTRA,2025-01-08T09:00:00,2025-01-08T09:50:00,P025,E00248
2025-01-08,EXTRA,2025-01-08T10:00:00,2025-01-08T10:50:00,P027,E00258
2025-01-08,EXTRA,2025-01-08T12:00:00,2025-01-08T12:50:00,P030,E00303
2025-01-08,EXTRA,2025-01-08T13:00:00,2025-01-08T13:25:00,P027,E00267
2025-01-08,EXTRA,2025-01-08T14:00:00,2025-01-08T14:25:00,P006,E00060
2025-01-08,EXTRA,2025-01-08T15:00:00,2025-01-08T15:25:00,P044,E00402
2025-01-08,EXTRA,2025-01-08T16:00:00,2025-01-08T16:25:00,P045,E00410
2025-01-08,EXTRA,2025-01-08T17:00:00,2025-01-08T17:50:00,P028,E00281
2025-01-08,EXTRA,2025-01-08T18:00:00,2025-01-08T18:25:00,P042,E00374
2025-01-08,EXTRA,2025-01-08T19:00:00,2025-01-08T19:25:00,P043,E00380
2025-01-08,EXTRA,2025-01-08T20:00:00,2025-01-08T21:00:00,P026,E00252
2025-01-08,EXTRA,2025-01-08T21:00:00,2025-01-08T22:00:00,P028,E00289
2025-01-08,EXTRA,2025-01-08T22:00:00,2025-01-08T22:25:00,P026,E00251
2025-01-08,FACTUAL,2025-01-08T08:00:00,2025-01-08T09:00:00,P040,E00350
2025-01-08,FACTUAL,2025-01-08T09:00:00,2025-01-08T10:00:00,P056,E00515
2025-01-08,FACTUAL,2025-01-08T10:00:00,2025-01-08T11:00:00,P009,E00102
2025-01-08,FACTUAL,2025-01-08T12:00:00,2025-01-08T13:00:00,P056,E00512
2025-01-08,FACTUAL,2025-01-08T14:00:00,2025-01-08T15:00:00,P039,E00342
2025-01-08,FACTUAL,2025-01-08T16:00:00,2025-01-08T17:00:00,P037,E00319
2025-01-08,FACTUAL,2025-01-08T18:00:00,2025-01-08T19:00:00,P056,E00509
2025-01-08,FACTUAL,2025-01-08T20:00:00,2025-01-08T21:00:00,P040,E00350
2025-01-08,FACTUAL,2025-01-08T21:00:00,2025-01-08T22:00:00,P058,E00525
2025-01-08,FACTUAL,2025-01-08T22:00:00,2025-01-08T23:00:00,P036,E00313
2025-01-08,MOVIES,2025-01-08T09:00:00,2025-01-08T11:00:00,P034,E00310
2025-01-08,MOVIES,2025-01-08T12:00:00,2025-01-08T14:08:00,P031,E00307
2025-01-08,MOVIES,2025-01-08T15:00:00,2025-01-08T16:56:00,P033,E00309
2025-01-08,MOVIES,2025-01-08T18:00:00,2025-01-08T20:28:00,P032,E00308
2025-01-08,MOVIES,2025-01-08T21:00:00,2025-01-08T23:12:00,P033,E00309
2025-01-08,MOVIES,2025-01-08T23:00:00,2025-01-09T00:35:00,P031,E00307
2025-01-08,CATCHUP,2025-01-08T08:00:00,2025-01-08T09:00:00,P002,E00009
2025-01-08,CATCHUP,2025-01-08T10:00:00,2025-01-08T11:00:00,P062,E00554
2025-01-08,CATCHUP,2025-01-08T12:00:00,2025-01-08T13:00:00,P002,E00007
2025-01-08,CATCHUP,2025-01-08T14:00:00,2025-01-08T15:00:00,P003,E00027
2025-01-08,CATCHUP,2025-01-08T16:00:00,2025-01-08T17:00:00,P012,E00129
2025-01-08,CATCHUP,2025-01-08T18:00:00,2025-01-08T19:00:00,P012,E00124
2025-01-08,CATCHUP,2025-01-08T20:00:00,2025-01-08T21:00:00,P061,E00547
2025-01-08,CATCHUP,2025-01-08T21:00:00,2025-01-08T22:00:00,P012,E00130
2025-01-08,CATCHUP,2025-01-08T22:00:00,2025-01-08T23:00:00,P061,E00547
2025-01-09,MAIN,2025-01-09T06:00:00,2025-01-09T06:25:00,P002,E00009
2025-01-09,MAIN,2025-01-09T06:00:00,2025-01-09T06:30:00,P005,E00051
2025-01-09,MAIN,2025-01-09T07:00:00,2025-01-09T07:55:00,P043,E00391
2025-01-09,MAIN,2025-01-09T08:00:00,2025-01-09T08:25:00,P043,E00390
2025-01-09,MAIN,2025-01-09T09:00:00,2025-01-09T09:45:00,P052,E00470
2025-01-09,MAIN,2025-01-09T10:00:00,2025-01-09T10:45:00,P027,E00260
2025-01-09,MAIN,2025-01-09T12:00:00,2025-01-09T13:00:00,P008,E00091
2025-01-09,MAIN,2025-01-09T13:00:00,2025-01-09T13:30:00,P002,E00008
2025-01-09,MAIN,2025-01-09T14:00:00,2025-01-09T14:30:00,P011,E00118
2025-01-09,MAIN,2025-01-09T15:00:00,2025-01-09T15:30:00,P030,E00305
2025-01-09,MAIN,2025-01-09T16:00:00,2025-01-09T16:30:00,P006,E00063
2025-01-09,MAIN,2025-01-09T17:00:00,2025-01-09T17:55:00,P061,E00542
2025-01-09,MAIN,2025-01-09T19:00:00,2025-01-09T19:55:00,P016,E00159
2025-01-09,MAIN,2025-01-09T20:00:00,2025-01-09T21:00:00,P044,E00402
2025-01-09,MAIN,2025-01-09T21:00:00,2025-01-09T22:00:00,P039,E00335
2025-01-09,MAIN,2025-01-09T22:00:00,2025-01-09T22:55:00,P026,E00253
2025-01-09,MAIN,2025-01-09T23:00:00,2025-01-09T23:55:00,P054,E00493
2025-01-09,EXTRA,2025-01-09T07:00:00,2025-01-09T07:25:00,P029,E00296
2025-01-09,EXTRA,2025-01-09T07:00:00,2025-01-09T07:30:00,P028,E00272
2025-01-09,EXTRA,2025-01-09T08:00:00,2025-01-09T08:25:00,P006,E00067
2025-01-09,EXTRA,2025-01-09T09:00:00,2025-01-09T09:50:00,P027,E00264
2025-01-09,EXTRA,2025-01-09T10:00:00,2025-01-09T10:50:00,P006,E00060
2025-01-09,EXTRA,2025-01-09T12:00:00,2025-01-09T12:50:00,P043,E00389
2025-01-09,EXTRA,2025-01-09T13:00:00,2025-01-09T13:25:00,P030,E00304
2025-01-09,EXTRA,2025-01-09T14:00:00,2025-01-09T14:25:00,P029,E00292
2025-01-09,EXTRA,2025-01-09T15:00:00,2025-01-09T15:25:00,P028,E00278
2025-01-09,EXTRA,2025-01-09T16:00:00,2025-01-09T16:25:00,P029,E00293
2025-01-09,EXTRA,2025-01-09T17:00:00,2025-01-09T17:50:00,P007,E00076
2025-01-09,EXTRA,2025-01-09T18:00:00,2025-01-09T18:25:00,P025,E00245
2025-01-09,EXTRA,2025-01-09T19:00:00,2025-01-09T19:25:00,P028,E00290
2025-01-09,EXTRA,2025-01-09T20:00:00,2025-01-09T21:00:00,P045,E00411
2025-01-09,EXTRA,2025-01-09T21:00:00,2025-01-09T22:00:00,P007,E00086
2025-01-09,EXTRA,2025-01-09T22:00:00,2025-01-09T22:25:00,P025,E00249
2025-01-09,FACTUAL,2025-01-09T08:00:00,2025-01-09T09:00:00,P009,E00100
2025-01-09,FACTUAL,2025-01-09T09:00:00,2025-01-09T10:00:00,P055,E00500
2025-01-09,FACTUAL,2025-01-09T10:00:00,2025-01-09T11:00:00,P057,E00516
2025-01-09,FACTUAL,2025-01-09T12:00:00,2025-01-09T13:00:00,P057,E00519
2025-01-09,FACTUAL,2025-01-09T14:00:00,2025-01-09T15:00:00,P040,E00347
2025-01-09,FACTUAL,2025-01-09T16:00:00,2025-01-09T17:00:00,P009,E00095
2025-01-09,FACTUAL,2025-01-09T18:00:00,2025-01-09T19:00:00,P055,E00506
2025-01-09,FACTUAL,2025-01-09T20:00:00,2025-01-09T21:00:00,P037,E00319
2025-01-09,FACTUAL,2025-01-09T21:00:00,2025-01-09T22:00:00,P057,E00519
2025-01-09,FACTUAL,2025-01-09T22:00:00,2025-01-09T23:00:00,P036,E00312
2025-01-09,MOVIES,2025-01-09T09:00:00,2025-01-09T11:00:00,P033,E00309
2025-01-09,MOVIES,2025-01-09T12:00:00,2025-01-09T14:08:00,P031,E00307
2025-01-09,MOVIES,2025-01-09T15:00:00,2025-01-09T16:56:00,P035,E00311
2025-01-09,MOVIES,2025-01-09T18:00:00,2025-01-09T20:28:00,P034,E00310
2025-01-09,MOVIES,2025-01-09T21:00:00,2025-01-09T23:12:00,P034,E00310
2025-01-09,MOVIES,2025-01-09T23:00:00,2025-01-10T00:35:00,P033,E00309
2025-01-09,CATCHUP,2025-01-09T08:00:00,2025-01-09T09:00:00,P003,E00014
2025-01-09,CATCHUP,2025-01-09T10:00:00,2025-01-09T11:00:00,P061,E00548
2025-01-09,CATCHUP,2025-01-09T12:00:00,2025-01-09T13:00:00,P061,E00546
2025-01-09,CATCHUP,2025-01-09T14:00:00,2025-01-09T15:00:00,P013,E00132
2025-01-09,CATCHUP,2025-01-09T16:00:00,2025-01-09T17:00:00,P003,E00030
2025-01-09,CATCHUP,2025-01-09T18:00:00,2025-01-09T19:00:00,P062,E00552
2025-01-09,CATCHUP,2025-01-09T20:00:00,2025-01-09T21:00:00,P062,E00559
2025-01-09,CATCHUP,2025-01-09T21:00:00,2025-01-09T22:00:00,P002,E00007
2025-01-09,CATCHUP,2025-01-09T22:00:00,2025-01-09T23:00:00,P001,E00003
2025-01-10,MAIN,2025-01-10T06:00:00,2025-01-10T06:25:00,P019,E00187
2025-01-10,MAIN,2025-01-10T06:00:00,2025-01-10T06:30:00,P027,E00268
2025-01-10,MAIN,2025-01-10T07:00:00,2025-01-10T07:55:00,P022,E00208
2025-01-10,MAIN,2025-01-10T08:00:00,2025-01-10T08:25:00,P004,E00044
2025-01-10,MAIN,2025-01-10T09:00:00,2025-01-10T09:45:00,P048,E00429
2025-01-10,MAIN,2025-01-10T10:00:00,2025-01-10T10:45:00,P005,E00051
2025-01-10,MAIN,2025-01-10T12:00:00,2025-01-10T13:00:00,P007,E00084
2025-01-10,MAIN,2025-01-10T13:00:00,2025-01-10T13:30:00,P019,E00185
2025-01-10,MAIN,2025-01-10T14:00:00,2025-01-10T14:30:00,P053,E00486
2025-01-10,MAIN,2025-01-10T15:00:00,2025-01-10T15:30:00,P049,E00438
2025-01-10,MAIN,2025-01-10T16:00:00,2025-01-10T16:30:00,P062,E00554
2025-01-10,MAIN,2025-01-10T17:00:00,2025-01-10T17:55:00,P022,E00204
2025-01-10,MAIN,2025-01-10T19:00:00,2025-01-10T19:55:00,P044,E00406
2025-01-10,MAIN,2025-01-10T20:00:00,2025-01-10T21:00:00,P010,E00109
2025-01-10,MAIN,2025-01-10T21:00:00,2025-01-10T22:00:00,P020,E00195
2025-01-10,MAIN,2025-01-10T22:00:00,2025-01-10T22:55:00,P009,E00096
2025-01-10,MAIN,2025-01-10T23:00:00,2025-01-10T23:55:00,P020,E00195
2025-01-10,EXTRA,2025-01-10T07:00:00,2025-01-10T07:25:00,P025,E00247
2025-01-10,EXTRA,2025-01-10T07:00:00,2025-01-10T07:30:00,P028,E00286
2025-01-10,EXTRA,2025-01-10T08:00:00,2025-01-10T08:25:00,P027,E00266
2025-01-10,EXTRA,2025-01-10T09:00:00,2025-01-10T09:50:00,P025,E00248
2025-01-10,EXTRA,2025-01-10T10:00:00,2025-01-10T10:50:00,P006,E00062
2025-01-10,EXTRA,2025-01-10T12:00:00,2025-01-10T12:50:00,P026,E00253
2025-01-10,EXTRA,2025-01-10T13:00:00,2025-01-10T13:25:00,P042,E00365
2025-01-10,EXTRA,2025-01-10T14:00:00,2025-01-10T14:25:00,P029,E00296
2025-01-10,EXTRA,2025-01-10T15:00:00,2025-01-10T15:25:00,P045,E00409
2025-01-10,EXTRA,2025-01-10T16:00:00,2025-01-10T16:25:00,P029,E00293
2025-01-10,EXTRA,2025-01-10T17:00:00,2025-01-10T17:50:00,P028,E00272
2025-01-10,EXTRA,2025-01-10T18:00:00,2025-01-10T18:25:00,P042,E00376
2025-01-10,EXTRA,2025-01-10T19:00:00,2025-01-10T19:25:00,P027,E00264
2025-01-10,EXTRA,2025-01-10T20:00:00,2025-01-10T21:00:00,P006,E00070
2025-01-10,EXTRA,2025-01-10T21:00:00,2025-01-10T22:00:00,P030,E00303
2025-01-10,EXTRA,2025-01-10T22:00:00,2025-01-10T22:25:00,P025,E00247
2025-01-10,FACTUAL,2025-01-10T08:00:00,2025-01-10T09:00:00,P009,E00097
2025-01-10,FACTUAL,2025-01-10T09:00:00,2025-01-10T10:00:00,P009,E00101
2025-01-10,FACTUAL,2025-01-10T10:00:00,2025-01-10T11:00:00,P038,E00326
2025-01-10,FACTUAL,2025-01-10T12:00:00,2025-01-10T13:00:00,P038,E00333
2025-01-10,FACTUAL,2025-01-10T14:00:00,2025-01-10T15:00:00,P038,E00331
2025-01-10,FACTUAL,2025-01-10T16:00:00,2025-01-10T17:00:00,P036,E00315
2025-01-10,FACTUAL,2025-01-10T18:00:00,2025-01-10T19:00:00,P055,E00501
2025-01-10,FACTUAL,2025-01-10T20:00:00,2025-01-10T21:00:00,P057,E00520
2025-01-10,FACTUAL,2025-01-10T21:00:00,2025-01-10T22:00:00,P040,E00350
2025-01-10,FACTUAL,2025-01-10T22:00:00,2025-01-10T23:00:00,P039,E00342
2025-01-10,MOVIES,2025-01-10T09:00:00,2025-01-10T11:00:00,P032,E00308
2025-01-10,MOVIES,2025-01-10T12:00:00,2025-01-10T14:08:00,P034,E00310
2025-01-10,MOVIES,2025-01-10T15:00:00,2025-01-10T16:56:00,P033,E00309
2025-01-10,MOVIES,2025-01-10T18:00:00,2025-01-10T20:28:00,P034,E00310
2025-01-10,MOVIES,2025-01-10T21:00:00,2025-01-10T23:12:00,P034,E00310
2025-01-10,MOVIES,2025-01-10T23:00:00,2025-01-11T00:35:00,P032,E00308
2025-01-10,CATCHUP,2025-01-10T08:00:00,2025-01-10T09:00:00,P012,E00128
2025-01-10,CATCHUP,2025-01-10T10:00:00,2025-01-10T11:00:00,P062,E00556
2025-01-10,CATCHUP,2025-01-10T12:00:00,2025-01-10T13:00:00,P061,E00551
2025-01-10,CATCHUP,2025-01-10T14:00:00,2025-01-10T15:00:00,P002,E00008
2025-01-10,CATCHUP,2025-01-10T16:00:00,2025-01-10T17:00:00,P003,E00013
2025-01-10,CATCHUP,2025-01-10T18:00:00,2025-01-10T19:00:00,P013,E00139
2025-01-10,CATCHUP,2025-01-10T20:00:00,2025-01-10T21:00:00,P012,E00120
2025-01-10,CATCHUP,2025-01-10T21:00:00,2025-01-10T22:00:00,P001,E00001
2025-01-10,CATCHUP,2025-01-10T22:00:00,2025-01-10T23:00:00,P012,E00121
2025-01-11,MAIN,2025-01-11T06:00:00,2025-01-11T06:25:00,P018,E00179
2025-01-11,MAIN,2025-01-11T06:00:00,2025-01-11T06:30:00,P038,E00326
2025-01-11,MAIN,2025-01-11T07:00:00,2025-01-11T07:55:00,P060,E00539
2025-01-11,MAIN,2025-01-11T08:00:00,2025-01-11T08:25:00,P006,E00071
2025-01-11,MAIN,2025-01-11T09:00:00,2025-01-11T09:45:00,P015,E00155
2025-01-11,MAIN,2025-01-11T10:00:00,2025-01-11T10:45:00,P023,E00209
2025-01-11,MAIN,2025-01-11T12:00:00,2025-01-11T13:00:00,P027,E00256
2025-01-11,MAIN,2025-01-11T13:00:00,2025-01-11T13:30:00,P026,E00255
2025-01-11,MAIN,2025-01-11T14:00:00,2025-01-11T14:30:00,P024,E00234
2025-01-11,MAIN,2025-01-11T15:00:00,2025-01-11T15:30:00,P025,E00245
2025-01-11,MAIN,2025-01-11T16:00:00,2025-01-11T16:30:00,P024,E00234
2025-01-11,MAIN,2025-01-11T17:00:00,2025-01-11T17:55:00,P002,E00008
2025-01-11,MAIN,2025-01-11T19:00:00,2025-01-11T19:55:00,P007,E00082
