user_id,registration_date,demographic_id,is_active
U000523,2025-08-06,D005,True
U000524,2023-10-22,D007,True
U000525,2024-11-06,D010,True
U000526,2025-10-26,D006,True
U000527,2024-10-24,D016,True
U000528,2023-01-12,D004,True
U000529,2024-08-10,D005,True
U000530,2023-09-21,D016,True
U000531,2025-02-10,D015,True
U000532,2024-08-12,D008,True
U000533,2025-02-18,D014,True
U000534,2025-04-19,D015,True
U000535,2023-06-30,D014,True
U000536,2023-07-16,D010,True
U000537,2023-07-26,D011,True
U000538,2023-02-28,D004,True
U000539,2024-05-11,D013,True
U000540,2023-07-01,D015,True
U000541,2024-05-08,D005,True
U000542,2024-05-18,D009,True
U000543,2024-11-29,D003,True
U000544,2024-11-14,D014,True
U000545,2023-04-05,D012,True
U000546,2023-03-24,D006,True
U000547,2023-09-28,D014,True
U000548,2023-03-04,D009,True
U000549,2025-12-22,D011,True
U000550,2024-09-17,D013,True
U000551,2023-08-19,D015,True
U000552,2023-03-11,D007,True
U000553,2024-12-14,D002,True
U000554,2024-12-05,D003,True
U000555,2023-10-11,D004,True
U000556,2024-11-04,D004,True
U000557,2023-04-16,D015,True
U000558,2025-12-01,D011,True
U000559,2024-08-20,D010,True
U000560,2025-10-08,D007,True
U000561,2023-01-03,D008,True
U000562,2024-12-09,D007,True
U000563,2025-06-06,D011,True
U000564,2025-06-18,D001,True
U000565,2025-05-30,D013,True
U000566,2023-09-29,D009,True
U000567,2025-12-08,D006,True
U000568,2024-08-07,D014,True
U000569,2025-03-30,D002,True
U000570,2025-05-01,D008,True
U000571,2023-03-12,D012,True
U000572,2024-11-29,D003,True
U000573,2025-05-20,D012,True
U000574,2024-06-14,D008,True
U000575,2023-04-15,D004,True
U000576,2023-12-26,D016,True
U000577,2024-08-15,D009,True
U000578,2025-07-07,D011,True
U000579,2025-07-12,D001,True
U000580,2023-11-19,D014,True
U000581,2025-12-06,D014,True
U000582,2024-12-21,D008,True
U000583,2023-11-14,D012,True
U000584,2025-08-31,D010,True
U000585,2023-10-10,D002,True
U000586,2025-03-17,D014,True
U000587,2025-01-08,D005,True
U000588,2024-04-04,D016,True
U000589,2025-04-06,D005,True
U000590,2024-02-11,D004,True
U000591,2025-03-07,D014,True
U000592,2025-06-11,D008,True
U000593,2024-02-10,D002,True
U000594,2023-09-02,D005,True
U000595,2025-08-20,D002,True
U000596,2023-01-12,D010,True
U000597,2025-10-25,D003,True
U000598,2024-03-10,D016,True
U000599,2023-03-21,D001,True
U000600,2023-10-15,D005,True
U000601,2023-01-24,D003,True
U000602,2025-10-16,D016,True
U000603,2024-01-07,D006,True
U000604,2023-08-19,D013,True
U000605,2023-08-28,D012,True
U000606,2025-09-21,D007,True
U000607,2023-08-27,D003,True
U000608,2023-10-22,D006,True
U000609,2025-05-13,D010,True
U000610,2025-10-07,D015,True
U000611,2024-09-25,D016,True
U000612,2024-11-25,D002,True
U000613,2023-01-20,D015,True
U000614,2025-07-15,D009,True
U000615,2024-11-22,D001,True
U000616,2024-11-27,D001,True
U000617,2025-02-17,D001,True
U000618,2025-09-16,D011,True
U000619,2023-10-22,D006,True
U000620,2023-10-09,D002,True
U000621,2023-04-19,D001,True
U000622,2025-01-02,D010,True
U000623,2023-03-29,D010,True
U000624,2023-02-14,D011,True
U000625,2023-06-26,D006,True
U000626,2025-08-24,D008,True
U000627,2025-01-21,D015,True
U000628,2024-09-20,D004,True
U000629,2024-02-24,D006,True
U000630,2025-02-22,D007,True
U000631,2025-01-11,D005,True
U000632,2023-06-17,D006,True
U000633,2024-02-29,D009,True
U000634,2025-10-16,D004,True
U000635,2024-05-03,D008,True
U000636,2024-05-05,D016,True
U000637,2023-12-09,D010,True
U000638,2024-09-07,D003,True
U000639,2023-03-01,D013,True
U000640,2024-04-03,D012,True
U000641,2024-06-30,D015,True
U000642,2025-09-16,D002,True
U000643,2023-05-03,D006,True
U000644,2024-06-27,D014,True
U000645,2024-10-14,D013,True
U000646,2023-09-12,D008,True
U000647,2023-04-27,D012,True
U000648,2023-12-26,D012,True
U000649,2025-11-27,D009,True
U000650,2024-02-12,D008,True
U000651,2023-03-28,D012,True
U000652,2025-10-13,D001,True
U000653,2023-03-14,D015,True
U000654,2025-10-28,D002,True
U000655,2024-12-11,D004,True
U000656,2023-07-07,D005,True
U000657,2025-06-20,D003,True
U000658,2024-09-23,D012,True
U000659,2023-03-13,D001,True
U000660,2024-05-31,D007,True
U000661,2024-10-28,D008,True
U000662,2025-05-20,D012,True
U000663,2023-08-23,D014,True
U000664,2024-07-08,D001,True
U000665,2025-05-09,D002,True
U000666,2025-07-14,D010,True
U000667,2023-09-23,D001,True
U000668,2025-06-29,D007,True
U000669,2024-10-30,D011,True
U000670,2024-12-16,D001,True
U000671,2023-07-25,D006,True
U000672,2025-01-09,D013,True
U000673,2025-09-11,D007,True
U000674,2025-07-26,D013,True
U000675,2024-06-14,D005,True
U000676,2023-11-01,D013,True
U000677,2024-09-23,D008,True
U000678,2025-05-06,D013,True
U000679,2025-06-21,D010,True
U000680,2025-09-15,D005,True
U000681,2024-12-07,D004,True
U000682,2025-12-16,D003,True
U000683,2023-05-03,D003,True
U000684,2023-06-26,D004,True
U000685,2024-05-06,D011,True
U000686,2023-05-24,D009,True
U000687,2025-09-28,D011,True
U000688,2025-05-20,D012,True
U000689,2025-11-02,D003,True
U000690,2025-12-08,D001,True
U000691,2024-02-19,D014,True
U000692,2023-07-12,D008,True
U000693,2023-12-29,D006,True
U000694,2023-08-30,D008,True
U000695,2023-12-15,D012,True
U000696,2025-07-06,D016,True
U000697,2023-07-30,D008,True
U000698,2023-12-22,D006,True
U000699,2024-07-09,D004,True
U000700,2024-08-27,D001,True
U000701,2025-02-27,D006,True
U000702,2023-01-17,D013,True
U000703,2023-04-26,D004,True
U000704,2025-09-11,D013,True
U000705,2023-09-05,D011,True
U000706,2023-08-17,D001,True
U000707,2025-01-20,D010,True
U000708,2025-01-22,D007,True
U000709,2023-12-12,D015,True
U000710,2023-07-14,D015,True
U000711,2024-05-22,D003,True
U000712,2024-04-24,D002,True
U000713,2023-12-10,D016,True
U000714,2025-07-09,D016,True
U000715,2024-02-10,D007,True
U000716,2025-02-25,D005,True
U000717,2023-03-22,D016,True
U000718,2024-01-19,D006,True
U000719,2023-10-17,D004,True
U000720,2024-03-25,D015,True
U000721,2023-01-26,D004,True
U000722,2023-10-02,D008,True
U000723,2025-06-12,D016,True
U000724,2025-05-29,D011,True
U000725,2025-05-13,D003,True
U000726,2025-08-17,D009,True
U000727,2025-02-02,D009,True
U000728,2025-05-08,D006,True
U000729,2024-05-11,D010,True
U000730,2023-12-16,D010,True
U000731,2023-09-01,D015,True
U000732,2024-10-13,D003,True
U000733,2024-11-09,D015,True
U000734,2025-08-01,D016,True
U000735,2024-07-09,D003,True
U000736,2025-12-30,D014,True
U000737,2023-09-30,D011,True
U000738,2024-04-05,D011,True
U000739,2025-09-13,D012,True
U000740,2023-05-02,D001,True
U000741,2024-12-03,D009,True
U000742,2025-12-16,D004,True
U000743,2025-06-29,D016,True
U000744,2023-09-28,D003,True
U000745,2023-05-31,D001,True
U000746,2023-10-31,D004,True
U000747,2024-11-04,D002,True
U000748,2025-05-13,D004,True
U000749,2025-04-18,D015,True
U000750,2024-10-21,D008,True
U000751,2025-06-29,D003,True
U000752,2023-06-14,D006,True
U000753,2025-11-01,D008,True
U000754,2024-03-20,D016,True
U000755,2023-11-13,D012,True
U000756,2023-08-20,D009,True
U000757,2025-12-06,D001,True
U000758,2025-08-23,D003,True
U000759,2024-03-22,D010,True
U000760,2025-04-10,D013,True
U000761,2025-09-05,D015,True
U000762,2025-03-02,D010,True
U000763,2025-07-31,D004,True
U000764,2023-08-22,D009,True
U000765,2024-11-05,D009,True
U000766,2025-01-12,D010,True
U000767,2025-08-11,D004,True
U000768,2024-07-30,D016,True
U000769,2024-03-22,D010,True
U000770,2023-10-13,D014,True
U000771,2025-03-11,D009,True
U000772,2023-01-15,D005,True
U000773,2025-04-16,D008,True
U000774,2025-08-26,D014,True
U000775,2024-05-09,D005,True
U000776,2025-08-03,D003,True
U000777,2023-08-19,D009,True
U000778,2023-10-04,D002,True
U000779,2024-09-28,D012,True
U000780,2025-06-14,D011,True
U000781,2025-03-02,D008,True
U000782,2024-06-08,D014,True
U000783,2023-10-23,D011,True
U000784,2025-03-06,D003,True
U000785,2023-03-23,D010,True
U000786,2023-08-15,D009,True
U000787,2024-03-06,D007,True
U000788,2024-09-09,D004,True
U000789,2023-07-28,D009,True
U000790,2024-03-27,D001,True
U000791,2023-08-04,D002,True
U000792,2024-03-09,D010,True
U000793,2025-06-03,D004,True
U000794,2024-10-21,D016,True
U000795,2025-06-01,D008,True
U000796,2024-05-15,D014,True
U000797,2024-08-23,D004,True
U000798,2025-12-07,D016,True
U000799,2025-09-29,D016,True
U000800,2023-08-07,D011,True
U000801,2023-06-18,D013,True
U000802,2025-09-13,D004,True
U000803,2023-01-17,D008,True
U000804,2025-12-03,D009,True
U000805,2025-05-27,D011,True
U000806,2024-06-10,D010,True
U000807,2023-04-06,D010,True
U000808,2023-03-17,D008,True
U000809,2024-08-31,D009,True
U000810,2024-10-01,D012,True
U000811,2023-05-16,D008,True
U000812,2023-07-31,D016,True
U000813,2025-10-22,D004,True
U000814,2023-08-11,D012,True
U000815,2025-02-15,D012,True
U000816,2024-08-24,D003,True
U000817,2023-04-16,D011,True
U000818,2025-09-23,D009,True
U000819,2025-12-23,D007,True
U000820,2023-05-06,D001,True
U000821,2025-07-15,D004,True
U000822,2023-02-04,D011,True
U000823,2023-10-09,D015,True
U000824,2024-06-29,D001,True
U000825,2023-12-28,D006,True
U000826,2025-11-18,D011,True
U000827,2024-01-06,D002,True
U000828,2024-01-14,D016,True
U000829,2025-02-21,D003,True
U000830,2023-01-10,D009,True
U000831,2023-06-30,D005,True
U000832,2023-10-24,D013,True
U000833,2023-03-03,D002,True
U000834,2023-10-11,D007,True
U000835,2025-01-13,D010,True
U000836,2025-07-27,D014,True
U000837,2025-06-20,D003,True
U000838,2024-01-22,D009,True
U000839,2025-10-20,D013,True
U000840,2025-01-02,D016,True
U000841,2023-02-15,D001,True
U000842,2023-02-20,D002,True
U000843,2023-10-17,D007,True
U000844,2025-07-02,D004,True
U000845,2025-02-27,D004,True
U000846,2023-06-03,D011,True
U000847,2025-03-21,D005,True
U000848,2025-02-06,D007,True
U000849,2024-08-24,D003,True
U000850,2024-12-17,D011,True
U000851,2023-10-24,D016,True
U000852,2023-03-17,D005,True
U000853,2024-01-22,D001,True
U000854,2024-10-19,D012,True
U000855,2023-08-06,D004,True
U000856,2023-08-15,D006,True
U000857,2023-06-02,D004,True
U000858,2024-07-15,D003,True
U000859,2024-12-08,D009,True
U000860,2025-01-08,D016,True
U000861,2023-03-25,D007,True
U000862,2025-03-12,D007,True
U000863,2024-03-25,D016,True
U000864,2024-09-11,D016,True
U000865,2024-07-29,D006,True
U000866,2025-06-07,D010,True
U000867,2025-02-25,D001,True
U000868,2024-08-01,D006,True
U000869,2025-10-21,D015,True
U000870,2024-08-30,D016,True
U000871,2024-07-15,D004,True
U000872,2023-12-06,D015,True
